"schoolid","schoolname","calendaryear","firsttimebaryear","gradtotal","graddidnottake","graddidnottakepct","gradnoinfo","gradnoinfopct","graddidnottakenoinfopct","prioryrfirsttimetaker","totalfirsttimetakers","totalfirsttimepassers","reportpct","avgschoolpasspct","avgstatepasspct","avgpasspctdiff","ultimatebaryear","ultimatecohorttotal","ultimatedidnottake","ultimatenoinfo","ultimatetakers","ultimatepassers","ultimateschoolpasspct"
"00279102","Pace University","2017","2016","174","13","","0","","","6","167","","","0.70060000","0.79980000","-0.09920000","","","","","","",""
"00279102","Pace University","2018","2017","171","14","","0","","","6","163","","","0.73010000","0.82790000","-0.09780000","2015","142","3","1","138","126","0.91300000"
"00279102","Pace University","2019","2018","166","7","0.04220000","0","0.00000000","0.04220000","11","170","116","","0.68230000","0.80120000","-0.11890000","2016","174","5","0","169","154","0.91120000"
"00279102","Pace University","2020","2019","185","10","0.05410000","0","0.00000000","0.05410000","5","180","134","","0.74440000","0.83300000","-0.08860000","2017","170","6","0","164","146","0.89020000"
"00282300","St. John's University","2009","2008","","","","","","","","277","","1.00000000","0.90610000","0.88980000","0.01630000","","","","","","",""
"00282300","St. John's University","2010","2009","","","","","","","","279","","0.99280000","0.91340000","0.86510000","0.04830000","","","","","","",""
"00282300","St. John's University","2011","2010","","","","","","","","299","","0.92310000","0.85870000","0.84920000","0.00950000","","","","","","",""
"00282300","St. John's University","2012","2011","","","","","","","","273","","0.97800000","0.84640000","0.85030000","-0.00390000","","","","","","",""
"00282300","St. John's University","2013","2012","","","","","","","","287","","1.00000000","0.78400000","0.81550000","-0.03150000","","","","","","",""
"00282300","St. John's University","2014","2013","","","","","","","","313","","0.95210000","0.87580000","0.84760000","0.02820000","","","","","","",""
"00282300","St. John's University","2015","2014","","","","","","","","273","","0.92310000","0.85320000","0.78600000","0.06720000","","","","","","",""
"00282300","St. John's University","2016","2015","","","","","","","","248","","0.96770000","0.81250000","0.78120000","0.03130000","","","","","","",""
"00282300","St. John's University","2017","2016","243","5","","0","","","4","242","","","0.77690000","0.80890000","-0.03200000","","","","","","",""
"00282300","St. John's University","2018","2017","214","9","","1","","","3","207","","","0.87930000","0.83530000","0.04400000","2015","249","1","2","246","235","0.95530000"
"00282300","St. John's University","2019","2018","226","2","0.00880000","1","0.00440000","0.01330000","7","230","195","","0.84780000","0.80860000","0.03920000","2016","243","2","0","241","231","0.95850000"
"00282300","St. John's University","2020","2019","221","2","0.00900000","0","0.00000000","0.00900000","2","222","194","","0.87380000","0.83720000","0.03660000","2017","214","4","1","209","201","0.96170000"
"00283700","University of Buffalo-SUNY","2009","2008","","","","","","","","224","","0.95090000","0.81220000","0.88980000","-0.07760000","","","","","","",""
"00283700","University of Buffalo-SUNY","2010","2009","","","","","","","","239","","0.90790000","0.79260000","0.86510000","-0.07250000","","","","","","",""
"00283700","University of Buffalo-SUNY","2011","2010","","","","","","","","250","","0.95600000","0.83680000","0.84920000","-0.01240000","","","","","","",""
"00283700","University of Buffalo-SUNY","2012","2011","","","","","","","","234","","0.95730000","0.83480000","0.85030000","-0.01550000","","","","","","",""
"00283700","University of Buffalo-SUNY","2013","2012","","","","","","","","215","","0.95350000","0.82440000","0.81550000","0.00890000","","","","","","",""
"00283700","University of Buffalo-SUNY","2014","2013","","","","","","","","227","","0.93390000","0.83020000","0.84760000","-0.01740000","","","","","","",""
"00283700","University of Buffalo-SUNY","2015","2014","","","","","","","","187","","0.97330000","0.76370000","0.78600000","-0.02230000","","","","","","",""
"00283700","University of Buffalo-SUNY","2016","2015","","","","","","","","195","","0.95900000","0.72190000","0.78120000","-0.05930000","","","","","","",""
"00283700","University of Buffalo-SUNY","2017","2016","188","6","","4","","","2","180","","","0.70000000","0.80690000","-0.10690000","","","","","","",""
"00283700","University of Buffalo-SUNY","2018","2017","149","7","","4","","","6","144","","","0.75690000","0.83530000","-0.07840000","2015","199","2","2","195","163","0.83590000"
"00283700","University of Buffalo-SUNY","2019","2018","146","10","0.06850000","0","0.00000000","0.06850000","7","143","97","","0.67830000","0.80800000","-0.12970000","2016","186","4","0","182","160","0.87910000"
"00283700","University of Buffalo-SUNY","2020","2019","135","3","0.02220000","6","0.04440000","0.06670000","8","138","99","","0.71740000","0.83780000","-0.12040000","2017","149","4","0","145","127","0.87590000"
"00288200","Syracuse University","2009","2008","","","","","","","","224","","1.00000000","0.84840000","0.87560000","-0.02720000","","","","","","",""
"00288200","Syracuse University","2010","2009","","","","","","","","222","","0.75680000","0.87490000","0.86420000","0.01070000","","","","","","",""
"00288200","Syracuse University","2011","2010","","","","","","","","199","","0.95480000","0.70540000","0.83050000","-0.12510000","","","","","","",""
"00288200","Syracuse University","2012","2011","","","","","","","","202","","0.80690000","0.76680000","0.83610000","-0.06930000","","","","","","",""
"00288200","Syracuse University","2013","2012","","","","","","","","190","","0.71050000","0.71850000","0.80120000","-0.08270000","","","","","","",""
"00288200","Syracuse University","2014","2013","","","","","","","","205","","0.70240000","0.84730000","0.84470000","0.00260000","","","","","","",""
"00288200","Syracuse University","2015","2014","","","","","","","","213","","0.89200000","0.81060000","0.77090000","0.03970000","","","","","","",""
"00288200","Syracuse University","2016","2015","","","","","","","","183","","0.72130000","0.77280000","0.76280000","0.01000000","","","","","","",""
"00288200","Syracuse University","2017","2016","174","16","","1","","","13","170","","","0.78830000","0.77690000","0.01140000","","","","","","",""
"00288200","Syracuse University","2018","2017","140","16","","0","","","15","139","","","0.82740000","0.80600000","0.02140000","2015","189","5","0","184","131","0.71200000"
"00288200","Syracuse University","2019","2018","172","12","0.06980000","1","0.00580000","0.07560000","9","168","131","","0.77980000","0.78580000","-0.00600000","2016","174","1","1","172","155","0.90120000"
"00288200","Syracuse University","2020","2019","191","31","0.16230000","1","0.00520000","0.16750000","7","170","142","","0.83530000","0.81420000","0.02110000","2017","140","3","1","136","130","0.95590000"
"00288600","Albany Law School of Union University","2009","2008","","","","","","","","212","","0.96700000","0.81470000","0.88930000","-0.07460000","","","","","","",""
"00288600","Albany Law School of Union University","2010","2009","","","","","","","","230","","0.81300000","0.82890000","0.86510000","-0.03620000","","","","","","",""
"00288600","Albany Law School of Union University","2011","2010","","","","","","","","219","","0.99090000","0.76040000","0.84920000","-0.08880000","","","","","","",""
"00288600","Albany Law School of Union University","2012","2011","","","","","","","","238","","0.96220000","0.78600000","0.85030000","-0.06430000","","","","","","",""
"00288600","Albany Law School of Union University","2013","2012","","","","","","","","237","","0.84810000","0.81090000","0.81550000","-0.00460000","","","","","","",""
"00288600","Albany Law School of Union University","2014","2013","","","","","","","","193","","0.87050000","0.79760000","0.84760000","-0.05000000","","","","","","",""
"00288600","Albany Law School of Union University","2015","2014","","","","","","","","209","","0.91870000","0.74480000","0.78600000","-0.04120000","","","","","","",""
"00288600","Albany Law School of Union University","2016","2015","","","","","","","","180","","0.96670000","0.67820000","0.78120000","-0.10300000","","","","","","",""
"00288600","Albany Law School of Union University","2017","2016","156","0","","5","","","11","162","","","0.79010000","0.80670000","-0.01660000","","","","","","",""
"00288600","Albany Law School of Union University","2018","2017","115","0","","23","","","16","108","","","0.70370000","0.83380000","-0.13010000","2015","172","0","3","169","147","0.86980000"
"00288600","Albany Law School of Union University","2019","2018","119","23","0.19330000","0","0.00000000","0.19330000","22","118","85","","0.72030000","0.81060000","-0.09030000","2016","156","4","0","152","141","0.92760000"
"00288600","Albany Law School of Union University","2020","2019","139","23","0.16550000","0","0.00000000","0.16550000","22","138","105","","0.76080000","0.83570000","-0.07490000","2017","115","1","0","114","92","0.80700000"
"00290301","Cardozo School of Law","2009","2008","","","","","","","","375","","0.89600000","0.91960000","0.88980000","0.02980000","","","","","","",""
"00290301","Cardozo School of Law","2010","2009","","","","","","","","361","","0.92520000","0.89520000","0.86510000","0.03010000","","","","","","",""
"00290301","Cardozo School of Law","2011","2010","","","","","","","","373","","0.93830000","0.85140000","0.84920000","0.00220000","","","","","","",""
"00290301","Cardozo School of Law","2012","2011","","","","","","","","383","","0.87730000","0.88100000","0.85030000","0.03070000","","","","","","",""
"00290301","Cardozo School of Law","2013","2012","","","","","","","","420","","0.87140000","0.84970000","0.81550000","0.03420000","","","","","","",""
"00290301","Cardozo School of Law","2014","2013","","","","","","","","430","","0.91400000","0.84990000","0.84770000","0.00220000","","","","","","",""
"00290301","Cardozo School of Law","2015","2014","","","","","","","","385","","0.93250000","0.85520000","0.78600000","0.06920000","","","","","","",""
"00290301","Cardozo School of Law","2016","2015","","","","","","","","355","","0.92110000","0.79820000","0.77950000","0.01870000","","","","","","",""
"00290301","Cardozo School of Law","2017","2016","334","10","","6","","","10","328","","","0.76830000","0.80060000","-0.03230000","","","","","","",""
"00290301","Cardozo School of Law","2018","2017","295","11","","6","","","10","288","","","0.85070000","0.82540000","0.02530000","2015","365","5","7","353","333","0.94330000"
"00290301","Cardozo School of Law","2019","2018","274","14","0.05110000","0","0.00000000","0.05110000","8","268","212","","0.79110000","0.80400000","-0.01290000","2016","334","3","1","330","315","0.95450000"
"00290301","Cardozo School of Law","2020","2019","275","8","0.02910000","6","0.02180000","0.05090000","1","268","227","","0.84710000","0.83490000","0.01220000","2017","295","3","3","289","274","0.94810000"
"00291300","Campbell University","2009","2008","","","","","","","","114","","0.93860000","0.95330000","0.82610000","0.12720000","","","","","","",""
"00291300","Campbell University","2010","2009","","","","","","","","97","","0.89690000","0.90810000","0.76800000","0.14010000","","","","","","",""
"00291300","Campbell University","2011","2010","","","","","","","","109","","0.95410000","0.85570000","0.77800000","0.07770000","","","","","","",""
"00291300","Campbell University","2012","2011","","","","","","","","132","","0.95450000","0.92060000","0.80320000","0.11740000","","","","","","",""
"00291300","Campbell University","2013","2012","","","","","","","","135","","0.94810000","0.94530000","0.79030000","0.15500000","","","","","","",""
"00291300","Campbell University","2014","2013","","","","","","","","132","","0.99240000","0.82440000","0.69220000","0.13220000","","","","","","",""
"00291300","Campbell University","2015","2014","","","","","","","","148","","0.94590000","0.85710000","0.69120000","0.16590000","","","","","","",""
"00291300","Campbell University","2016","2015","","","","","","","","145","","0.89660000","0.77690000","0.64670000","0.13020000","","","","","","",""
"00291300","Campbell University","2017","2016","107","9","","0","","","2","100","","","0.69000000","0.62480000","0.06520000","","","","","","",""
"00291300","Campbell University","2018","2017","142","11","","0","","","7","138","","","0.82610000","0.66290000","0.16320000","2015","142","2","0","140","137","0.97860000"
"00291300","Campbell University","2019","2018","132","14","0.10610000","0","0.00000000","0.10610000","6","124","84","","0.67740000","0.65760000","0.01980000","2016","107","4","0","103","97","0.94170000"
"00291300","Campbell University","2020","2019","112","15","0.13390000","0","0.00000000","0.13390000","9","106","97","","0.91510000","0.79860000","0.11650000","2017","141","3","0","138","129","0.93480000"
"00292002","Duke University","2009","2008","","","","","","","","207","","0.82130000","0.92950000","0.85760000","0.07190000","","","","","","",""
"00292002","Duke University","2010","2009","","","","","","","","190","","1.00000000","0.94200000","0.81820000","0.12380000","","","","","","",""
"00292002","Duke University","2011","2010","","","","","","","","216","","0.84260000","0.95600000","0.81330000","0.14270000","","","","","","",""
"00292002","Duke University","2012","2011","","","","","","","","171","","0.92980000","0.94980000","0.82200000","0.12780000","","","","","","",""
"00292002","Duke University","2013","2012","","","","","","","","225","","0.94220000","0.91480000","0.79200000","0.12280000","","","","","","",""
"00292002","Duke University","2014","2013","","","","","","","","243","","0.81070000","0.95440000","0.80910000","0.14530000","","","","","","",""
"00292002","Duke University","2015","2014","","","","","","","","221","","0.84160000","0.94080000","0.75990000","0.18090000","","","","","","",""
"00292002","Duke University","2016","2015","","","","","","","","215","","0.87440000","0.87760000","0.74340000","0.13420000","","","","","","",""
"00292002","Duke University","2017","2016","214","0","","19","","","2","197","","","0.93400000","0.74560000","0.18840000","","","","","","",""
"00292002","Duke University","2018","2017","235","7","","21","","","6","213","","","0.97650000","0.77270000","0.20380000","2015","214","0","14","200","178","0.89000000"
"00292002","Duke University","2019","2018","219","2","0.00910000","23","0.10500000","0.11420000","1","195","185","","0.94870000","0.74820000","0.20050000","2016","215","0","1","214","201","0.93930000"
"00292002","Duke University","2020","2019","223","11","0.04930000","4","0.01790000","0.06730000","8","217","212","","0.97700000","0.78980000","0.18720000","2017","224","2","2","220","219","0.99550000"
"00292701","Elon University","2010","2009","","","","","","","","105","","0.93330000","0.82650000","0.76790000","0.05860000","","","","","","",""
"00292701","Elon University","2011","2010","","","","","","","","96","","0.85420000","0.79270000","0.77500000","0.01770000","","","","","","",""
"00292701","Elon University","2012","2011","","","","","","","","94","","0.87230000","0.81710000","0.80320000","0.01390000","","","","","","",""
"00292701","Elon University","2013","2012","","","","","","","","112","","1.00000000","0.75000000","0.79150000","-0.04150000","","","","","","",""
"00292701","Elon University","2014","2013","","","","","","","","116","","1.00000000","0.65510000","0.71170000","-0.05660000","","","","","","",""
"00292701","Elon University","2015","2014","","","","","","","","96","","1.00000000","0.66670000","0.70900000","-0.04230000","","","","","","",""
"00292701","Elon University","2016","2015","","","","","","","","72","","1.00000000","0.73620000","0.65650000","0.07970000","","","","","","",""
"00292701","Elon University","2017","2016","86","16","","0","","","15","85","","","0.51760000","0.64730000","-0.12970000","","","","","","",""
"00292701","Elon University","2018","2017","191","122","","1","","","14","82","","","0.51220000","0.68890000","-0.17670000","2015","92","7","0","85","74","0.87060000"
"00292701","Elon University","2019","2018","102","102","1.00000000","0","0.00000000","1.00000000","112","112","62","","0.55360000","0.68410000","-0.13050000","2016","86","3","0","83","55","0.66270000"
"00292701","Elon University","2020","2019","109","108","0.99080000","0","0.00000000","0.99080000","97","98","69","","0.70410000","0.78310000","-0.07900000","2017","191","8","1","182","141","0.77470000"
"00295000","North Carolina Central University","2009","2008","","","","","","","","145","","0.86900000","0.82540000","0.83120000","-0.00580000","","","","","","",""
"00295000","North Carolina Central University","2010","2009","","","","","","","","186","","0.87630000","0.81590000","0.77270000","0.04320000","","","","","","",""
"00295000","North Carolina Central University","2011","2010","","","","","","","","175","","0.78290000","0.72990000","0.77500000","-0.04510000","","","","","","",""
"00295000","North Carolina Central University","2012","2011","","","","","","","","172","","0.75580000","0.73850000","0.80320000","-0.06470000","","","","","","",""
"00295000","North Carolina Central University","2013","2012","","","","","","","","157","","0.72610000","0.59650000","0.79030000","-0.19380000","","","","","","",""
"00295000","North Carolina Central University","2014","2013","","","","","","","","168","","0.76190000","0.65630000","0.69220000","-0.03590000","","","","","","",""
"00295000","North Carolina Central University","2015","2014","","","","","","","","136","","0.76470000","0.72120000","0.69120000","0.03000000","","","","","","",""
"00295000","North Carolina Central University","2016","2015","","","","","","","","161","","0.80750000","0.63080000","0.64670000","-0.01590000","","","","","","",""
"00295000","North Carolina Central University","2017","2016","169","12","","7","","","20","170","","","0.58230000","0.63940000","-0.05710000","","","","","","",""
"00295000","North Carolina Central University","2018","2017","174","15","","0","","","2","161","","","0.57140000","0.67740000","-0.10600000","2015","179","0","10","169","139","0.82250000"
"00295000","North Carolina Central University","2019","2018","132","23","0.17420000","0","0.00000000","0.17420000","18","127","96","","0.75590000","0.68140000","0.07450000","2016","169","12","0","157","126","0.80250000"
"00295000","North Carolina Central University","2020","2019","128","13","0.10160000","9","0.07030000","0.17190000","16","122","93","","0.76230000","0.78640000","-0.02410000","2017","174","12","0","162","131","0.80860000"
"00297400","University of North Carolina","2009","2008","","","","","","","","203","","0.63050000","0.89840000","0.82610000","0.07230000","","","","","","",""
"00297400","University of North Carolina","2010","2009","","","","","","","","208","","0.75480000","0.89810000","0.77590000","0.12220000","","","","","","",""
"00297400","University of North Carolina","2011","2010","","","","","","","","222","","0.72070000","0.91250000","0.78420000","0.12830000","","","","","","",""
"00297400","University of North Carolina","2012","2011","","","","","","","","226","","0.73890000","0.90430000","0.80880000","0.09550000","","","","","","",""
"00297400","University of North Carolina","2013","2012","","","","","","","","234","","0.74360000","0.87360000","0.79290000","0.08070000","","","","","","",""
"00297400","University of North Carolina","2014","2013","","","","","","","","231","","0.71430000","0.82420000","0.71670000","0.10750000","","","","","","",""
"00297400","University of North Carolina","2015","2014","","","","","","","","227","","0.70930000","0.88200000","0.69120000","0.19080000","","","","","","",""
"00297400","University of North Carolina","2016","2015","","","","","","","","220","","0.77270000","0.83530000","0.66570000","0.16960000","","","","","","",""
"00297400","University of North Carolina","2017","2016","231","5","","6","","","12","232","","","0.79740000","0.65250000","0.14490000","","","","","","",""
"00297400","University of North Carolina","2018","2017","193","10","","3","","","24","204","","","0.84800000","0.68650000","0.16150000","2015","232","0","14","218","180","0.82570000"
"00297400","University of North Carolina","2019","2018","219","10","0.04570000","5","0.02280000","0.06850000","2","206","187","","0.90780000","0.69120000","0.21660000","2016","231","0","6","225","182","0.80890000"
"00297400","University of North Carolina","2020","2019","208","17","0.08170000","0","0.00000000","0.08170000","9","200","185","","0.92500000","0.78850000","0.13650000","2017","193","4","2","187","180","0.96260000"
"00297805","Wake Forest University","2009","2008","","","","","","","","163","","0.72390000","0.97460000","0.83370000","0.14090000","","","","","","",""
"00297805","Wake Forest University","2010","2009","","","","","","","","144","","0.75000000","0.93520000","0.78700000","0.14820000","","","","","","",""
"00297805","Wake Forest University","2011","2010","","","","","","","","167","","0.81440000","0.86770000","0.79210000","0.07560000","","","","","","",""
"00297805","Wake Forest University","2012","2011","","","","","","","","134","","0.85070000","0.92110000","0.81050000","0.11060000","","","","","","",""
"00297805","Wake Forest University","2013","2012","","","","","","","","157","","0.82170000","0.87600000","0.78740000","0.08860000","","","","","","",""
"00297805","Wake Forest University","2014","2013","","","","","","","","163","","0.92640000","0.80130000","0.73710000","0.06420000","","","","","","",""
"00297805","Wake Forest University","2015","2014","","","","","","","","197","","0.78680000","0.81950000","0.71770000","0.10180000","","","","","","",""
"00297805","Wake Forest University","2016","2015","","","","","","","","143","","0.87410000","0.83200000","0.68610000","0.14590000","","","","","","",""
"00297805","Wake Forest University","2017","2016","174","3","","3","","","1","169","","","0.88760000","0.68400000","0.20360000","","","","","","",""
"00297805","Wake Forest University","2018","2017","177","20","","9","","","3","151","","","0.92710000","0.71200000","0.21510000","2015","147","6","5","136","128","0.94120000"
"00297805","Wake Forest University","2019","2018","149","11","0.07380000","4","0.02680000","0.10070000","2","136","111","","0.81620000","0.71500000","0.10120000","2016","174","2","1","171","162","0.94740000"
"00297805","Wake Forest University","2020","2019","158","12","0.07590000","6","0.03800000","0.11390000","0","140","126","","0.90000000","0.78860000","0.11140000","2017","177","6","0","171","159","0.92980000"
"00300500","University of North Dakota","2009","2008","","","","","","","","71","","1.00000000","0.87330000","0.84860000","0.02470000","","","","","","",""
"00300500","University of North Dakota","2010","2009","","","","","","","","65","","1.00000000","0.84620000","0.82000000","0.02620000","","","","","","",""
"00300500","University of North Dakota","2011","2010","","","","","","","","70","","1.00000000","0.77160000","0.82590000","-0.05430000","","","","","","",""
"00300500","University of North Dakota","2012","2011","","","","","","","","66","","1.00000000","0.77300000","0.82980000","-0.05680000","","","","","","",""
"00300500","University of North Dakota","2013","2012","","","","","","","","88","","1.00000000","0.77270000","0.79590000","-0.02320000","","","","","","",""
"00300500","University of North Dakota","2014","2013","","","","","","","","72","","1.00000000","0.73620000","0.81230000","-0.07610000","","","","","","",""
"00300500","University of North Dakota","2015","2014","","","","","","","","75","","1.00000000","0.55990000","0.70020000","-0.14030000","","","","","","",""
"00300500","University of North Dakota","2016","2015","","","","","","","","73","","1.00000000","0.64380000","0.79110000","-0.14730000","","","","","","",""
"00300500","University of North Dakota","2017","2016","74","18","","1","","","11","66","","","0.59090000","0.73620000","-0.14530000","","","","","","",""
"00300500","University of North Dakota","2018","2017","62","12","","1","","","13","62","","","0.67740000","0.72520000","-0.04780000","2015","69","13","0","56","41","0.73210000"
"00300500","University of North Dakota","2019","2018","77","12","0.15580000","0","0.00000000","0.15580000","9","74","48","","0.64860000","0.75160000","-0.10300000","2016","74","4","1","69","54","0.78260000"
"00300500","University of North Dakota","2020","2019","95","6","0.06320000","10","0.10530000","0.16840000","15","94","74","","0.78730000","0.79070000","-0.00340000","2017","62","0","2","60","47","0.78330000"
"00302302","Capital University","2009","2008","","","","","","","","170","","0.90590000","0.94810000","0.88090000","0.06720000","","","","","","",""
"00302302","Capital University","2010","2009","","","","","","","","183","","0.91260000","0.88020000","0.86030000","0.01990000","","","","","","",""
"00302302","Capital University","2011","2010","","","","","","","","169","","0.92900000","0.90450000","0.86140000","0.04310000","","","","","","",""
"00302302","Capital University","2012","2011","","","","","","","","169","","0.92310000","0.86540000","0.86340000","0.00200000","","","","","","",""
"00302302","Capital University","2013","2012","","","","","","","","177","","0.96050000","0.91180000","0.84050000","0.07130000","","","","","","",""
"00302302","Capital University","2014","2013","","","","","","","","178","","0.92130000","0.86590000","0.86220000","0.00370000","","","","","","",""
"00302302","Capital University","2015","2014","","","","","","","","156","","0.92310000","0.84720000","0.81130000","0.03590000","","","","","","",""
"00302302","Capital University","2016","2015","","","","","","","","142","","0.92250000","0.71760000","0.78570000","-0.06810000","","","","","","",""
"00302302","Capital University","2017","2016","122","18","","0","","","12","116","","","0.59480000","0.75340000","-0.15860000","","","","","","",""
"00302302","Capital University","2018","2017","117","17","","3","","","9","106","","","0.65100000","0.75280000","-0.10180000","2015","149","8","0","141","123","0.87230000"
"00302302","Capital University","2019","2018","101","15","0.14850000","0","0.00000000","0.14850000","11","97","70","","0.72160000","0.76980000","-0.04820000","2016","122","6","0","116","95","0.81900000"
"00302302","Capital University","2020","2019","100","13","0.13000000","1","0.01000000","0.14000000","19","105","77","","0.73340000","0.78920000","-0.05580000","2017","117","8","0","109","90","0.82570000"
"00302400","Case Western Reserve University","2009","2008","","","","","","","","206","","0.70870000","0.89040000","0.88010000","0.01030000","","","","","","",""
"00302400","Case Western Reserve University","2010","2009","","","","","","","","191","","0.76960000","0.77540000","0.85170000","-0.07630000","","","","","","",""
"00302400","Case Western Reserve University","2011","2010","","","","","","","","201","","0.71140000","0.89510000","0.85660000","0.03850000","","","","","","",""
"00302400","Case Western Reserve University","2012","2011","","","","","","","","197","","0.75630000","0.82550000","0.86170000","-0.03620000","","","","","","",""
"00302400","Case Western Reserve University","2013","2012","","","","","","","","164","","0.74390000","0.77050000","0.82850000","-0.05800000","","","","","","",""
"00302400","Case Western Reserve University","2014","2013","","","","","","","","211","","0.74880000","0.86720000","0.85620000","0.01100000","","","","","","",""
"00302400","Case Western Reserve University","2015","2014","","","","","","","","164","","0.85980000","0.73070000","0.78980000","-0.05910000","","","","","","",""
"00302400","Case Western Reserve University","2016","2015","","","","","","","","130","","0.78460000","0.82360000","0.78540000","0.03820000","","","","","","",""
"00302400","Case Western Reserve University","2017","2016","99","11","","0","","","13","101","","","0.77230000","0.75690000","0.01540000","","","","","","",""
"00302400","Case Western Reserve University","2018","2017","138","12","","0","","","7","133","","","0.84960000","0.76730000","0.08230000","2015","144","7","3","134","116","0.86570000"
"00302400","Case Western Reserve University","2019","2018","126","18","0.14290000","0","0.00000000","0.14290000","4","112","86","","0.76790000","0.76830000","-0.00040000","2016","99","6","0","93","84","0.90320000"
"00302400","Case Western Reserve University","2020","2019","142","17","0.11970000","0","0.00000000","0.11970000","7","134","109","","0.81340000","0.78840000","0.02500000","2017","138","7","0","131","120","0.91600000"
"00303200","Cleveland State University","2009","2008","","","","","","","","187","","0.88240000","0.90300000","0.88090000","0.02210000","","","","","","",""
"00303200","Cleveland State University","2010","2009","","","","","","","","180","","0.95560000","0.83140000","0.86170000","-0.03030000","","","","","","",""
"00303200","Cleveland State University","2011","2010","","","","","","","","174","","0.87360000","0.85530000","0.86140000","-0.00610000","","","","","","",""
"00303200","Cleveland State University","2012","2011","","","","","","","","183","","0.93440000","0.82450000","0.86290000","-0.03840000","","","","","","",""
"00303200","Cleveland State University","2013","2012","","","","","","","","162","","0.88890000","0.86110000","0.83990000","0.02120000","","","","","","",""
"00303200","Cleveland State University","2014","2013","","","","","","","","174","","0.83910000","0.91100000","0.86220000","0.04880000","","","","","","",""
"00303200","Cleveland State University","2015","2014","","","","","","","","147","","0.86390000","0.78740000","0.81130000","-0.02390000","","","","","","",""
"00303200","Cleveland State University","2016","2015","","","","","","","","115","","0.76520000","0.82950000","0.78570000","0.04380000","","","","","","",""
"00303200","Cleveland State University","2017","2016","105","18","","0","","","22","109","","","0.77060000","0.75190000","0.01870000","","","","","","",""
"00303200","Cleveland State University","2018","2017","123","23","","2","","","18","116","","","0.78450000","0.75520000","0.02930000","2015","117","5","0","112","101","0.90180000"
"00303200","Cleveland State University","2019","2018","82","16","0.19510000","0","0.00000000","0.19510000","17","83","76","","0.91570000","0.77220000","0.14350000","2016","105","4","0","101","93","0.92080000"
"00303200","Cleveland State University","2020","2019","90","24","0.26670000","0","0.00000000","0.26670000","16","82","62","","0.75610000","0.79410000","-0.03800000","2017","123","7","0","116","94","0.81030000"
"00308900","Ohio Northern University","2009","2008","","","","","","","","93","","0.79570000","0.85140000","0.86020000","-0.00880000","","","","","","",""
"00308900","Ohio Northern University","2010","2009","","","","","","","","101","","0.71290000","0.79170000","0.86010000","-0.06840000","","","","","","",""
"00308900","Ohio Northern University","2011","2010","","","","","","","","94","","0.72340000","0.82350000","0.85160000","-0.02810000","","","","","","",""
"00308900","Ohio Northern University","2012","2011","","","","","","","","89","","0.74160000","0.84850000","0.85920000","-0.01070000","","","","","","",""
"00308900","Ohio Northern University","2013","2012","","","","","","","","95","","0.70530000","0.88070000","0.83330000","0.04740000","","","","","","",""
"00308900","Ohio Northern University","2014","2013","","","","","","","","87","","0.72410000","0.85710000","0.84470000","0.01240000","","","","","","",""
"00308900","Ohio Northern University","2015","2014","","","","","","","","88","","0.72730000","0.81260000","0.79460000","0.01800000","","","","","","",""
"00308900","Ohio Northern University","2016","2015","","","","","","","","56","","0.76790000","0.72090000","0.78060000","-0.05970000","","","","","","",""
"00308900","Ohio Northern University","2017","2016","72","15","","0","","","0","57","","","0.70170000","0.74910000","-0.04740000","","","","","","",""
"00308900","Ohio Northern University","2018","2017","49","8","","0","","","1","42","","","0.76190000","0.76090000","0.00100000","2015","67","3","0","64","46","0.71880000"
"00308900","Ohio Northern University","2019","2018","56","7","0.12500000","0","0.00000000","0.12500000","1","50","31","","0.62000000","0.76300000","-0.14300000","2016","72","5","0","67","57","0.85070000"
"00308900","Ohio Northern University","2020","2019","49","7","0.14290000","0","0.00000000","0.14290000","3","45","38","","0.84440000","0.75590000","0.08850000","2017","49","3","0","46","37","0.80430000"
"00309000","Ohio State University","2009","2008","","","","","","","","185","","0.72430000","0.90300000","0.88090000","0.02210000","","","","","","",""
"00309000","Ohio State University","2010","2009","","","","","","","","207","","0.76810000","0.94350000","0.86090000","0.08260000","","","","","","",""
"00309000","Ohio State University","2011","2010","","","","","","","","202","","0.79210000","0.88750000","0.85960000","0.02790000","","","","","","",""
"00309000","Ohio State University","2012","2011","","","","","","","","229","","0.70740000","0.93830000","0.86340000","0.07490000","","","","","","",""
"00309000","Ohio State University","2013","2012","","","","","","","","197","","0.77660000","0.93460000","0.84050000","0.09410000","","","","","","",""
"00309000","Ohio State University","2014","2013","","","","","","","","228","","0.75000000","0.94740000","0.86220000","0.08520000","","","","","","",""
"00309000","Ohio State University","2015","2014","","","","","","","","209","","0.77510000","0.92590000","0.81130000","0.11460000","","","","","","",""
"00309000","Ohio State University","2016","2015","","","","","","","","176","","0.88640000","0.91040000","0.78630000","0.12410000","","","","","","",""
"00309000","Ohio State University","2017","2016","178","12","","15","","","10","161","","","0.90060000","0.74750000","0.15310000","","","","","","",""
"00309000","Ohio State University","2018","2017","165","12","","5","","","10","158","","","0.87340000","0.75970000","0.11370000","2015","172","4","6","162","158","0.97530000"
"00309000","Ohio State University","2019","2018","166","14","0.08430000","0","0.00000000","0.08430000","0","152","132","","0.86840000","0.76260000","0.10580000","2016","178","6","6","166","157","0.94580000"
