"schoolid","schoolname","calendaryear","totaljd","hispanicjd","amindianjd","asianjd","blackjd","nathawjd","twoormorejd","minorityjd","whitejd","nonresalienjd","unknownjd","menjd","hispanicmenjd","amindianmenjd","asianmenjd","blackmenjd","nathawmenjd","twoormoremenjd","minoritymenjd","whitemenjd","nonresalienmenjd","unknownmenjd","womenjd","hispanicwomenjd","amindianwomenjd","asianwomenjd","blackwomenjd","nathawwomenjd","twoormorewomenjd","minoritywomenjd","whitewomenjd","nonresalienwomenjd","unknownwomenjd","otherjd","hispanicotherjd","amindianotherjd","asianotherjd","blackotherjd","nathawotherjd","twoormoreotherjd","minorityotherjd","whiteotherjd","nonresalienotherjd","unknownotherjd","totalftjd","fthispanicjd","ftamindjd","ftasianjd","ftblackjd","ftnathawjd","fttwoormorejd","ftminorityjd","ftwhitejd","ftnonresalienjd","ftunknownjd","totalptjd","pthispanicjd","ptamindjd","ptasianjd","ptblackjd","ptnathawjd","pttwoormorejd","ptminorityjd","ptwhitejd","ptnonresalienjd","ptunknownjd","totaljd1","hispanicjd1","amindianjd1","asianjd1","blackjd1","nathawjd1","twoormorejd1","minorityjd1","whitejd1","nonresalienjd1","unknownjd1","amindianmenjd1","amindianotherjd1","amindianwomenjd1","asianmenjd1","asianotherjd1","asianwomenjd1","blackmenjd1","blackotherjd1","blackwomenjd1","hispanicmenjd1","hispanicotherjd1","hispanicwomenjd1","minoritymenjd1","minorityotherjd1","minoritywomenjd1","nathawmenjd1","nathawotherjd1","nathawwomenjd1","nonresalienmenjd1","nonresalienotherjd1","nonresalienwomenjd1","twoormoremenjd1","twoormoreotherjd1","twoormorewomenjd1","unknownmenjd1","unknownotherjd1","unknownwomenjd1","whitemenjd1","whiteotherjd1","whitewomenjd1","menjd1","otherjd1","womenjd1","totaljd2","amindianjd2","amindianmenjd2","amindianotherjd2","amindianwomenjd2","asianjd2","asianmenjd2","asianotherjd2","asianwomenjd2","blackjd2","blackmenjd2","blackotherjd2","blackwomenjd2","hispanicjd2","hispanicmenjd2","hispanicotherjd2","hispanicwomenjd2","minorityjd2","minoritymenjd2","minorityotherjd2","minoritywomenjd2","nathawjd2","nathawmenjd2","nathawotherjd2","nathawwomenjd2","nonresalienjd2","nonresalienmenjd2","nonresalienotherjd2","nonresalienwomenjd2","twoormorejd2","twoormoremenjd2","twoormoreotherjd2","twoormorewomenjd2","unknownjd2","unknownmenjd2","unknownotherjd2","unknownwomenjd2","whitejd2","whitemenjd2","whiteotherjd2","whitewomenjd2","menjd2","otherjd2","womenjd2","totaljd3","amindianjd3","amindianmenjd3","amindianotherjd3","amindianwomenjd3","asianjd3","asianmenjd3","asianotherjd3","asianwomenjd3","blackjd3","blackmenjd3","blackotherjd3","blackwomenjd3","hispanicjd3","hispanicmenjd3","hispanicotherjd3","hispanicwomenjd3","minorityjd3","minoritymenjd3","minorityotherjd3","minoritywomenjd3","nathawjd3","nathawmenjd3","nathawotherjd3","nathawwomenjd3","nonresalienjd3","nonresalienmenjd3","nonresalienotherjd3","nonresalienwomenjd3","twoormorejd3","twoormoremenjd3","twoormoreotherjd3","twoormorewomenjd3","unknownjd3","unknownmenjd3","unknownotherjd3","unknownwomenjd3","whitejd3","whitemenjd3","whiteotherjd3","whitewomenjd3","menjd3","otherjd3","womenjd3","totaljd4","amindianjd4","amindianmenjd4","amindianotherjd4","amindianwomenjd4","asianjd4","asianmenjd4","asianotherjd4","asianwomenjd4","blackjd4","blackmenjd4","blackotherjd4","blackwomenjd4","hispanicjd4","hispanicmenjd4","hispanicotherjd4","hispanicwomenjd4","minorityjd4","minoritymenjd4","minorityotherjd4","minoritywomenjd4","nathawjd4","nathawmenjd4","nathawotherjd4","nathawwomenjd4","nonresalienjd4","nonresalienmenjd4","nonresalienotherjd4","nonresalienwomenjd4","twoormorejd4","twoormoremenjd4","twoormoreotherjd4","twoormorewomenjd4","unknownjd4","unknownmenjd4","unknownotherjd4","unknownwomenjd4","whitejd4","whitemenjd4","whiteotherjd4","whitewomenjd4","menjd4","otherjd4","womenjd4"
"00350200","Lincoln Memorial University","2014","68","0","0","1","1","0","3","5","60","0","3","36","0","0","1","0","0","1","2","31","0","3","32","0","0","0","1","0","2","3","29","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","0","0","0","0","1","1","32","0","1","34","0","0","1","1","0","2","4","28","0","2","25","0","0","0","0","0","0","0","25","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00350200","Lincoln Memorial University","2015","91","2","0","0","4","0","5","11","79","0","1","43","1","0","0","3","0","3","7","35","0","1","48","1","0","0","1","0","2","4","44","0","0","0","0","0","0","0","0","0","0","0","0","0","66","2","0","0","3","0","3","8","57","0","1","25","0","0","0","1","0","2","3","22","0","0","50","2","0","0","3","0","3","8","41","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00350200","Lincoln Memorial University","2016","134","6","1","2","7","0","2","18","111","0","5","72","2","0","0","5","0","1","8","61","0","3","62","4","1","2","2","0","1","10","50","0","2","0","0","0","0","0","0","0","0","0","0","0","105","4","0","2","4","0","2","12","88","0","5","29","2","1","0","3","0","0","6","23","0","0","63","5","0","1","3","0","2","11","47","0","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00350200","Lincoln Memorial University","2017","231","8","2","5","19","0","14","48","168","0","15","123","3","1","3","4","0","11","22","90","0","11","108","5","1","2","15","0","3","26","78","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","119","5","0","4","9","0","13","31","75","0","13","0","0","0","3","0","1","1","0","8","1","0","4","16","0","15","0","0","0","0","0","0","11","0","2","10","0","3","36","0","39","62","0","57","61","1","1","0","0","1","0","0","1","5","2","0","3","2","1","0","1","9","4","0","5","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","50","34","0","16","39","0","22","51","1","0","0","1","0","0","0","0","5","1","0","4","1","1","0","0","8","2","0","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","43","20","0","23","22","0","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00350200","Lincoln Memorial University","2018","252","14","0","5","18","0","11","48","190","0","14","131","6","0","3","6","0","8","23","99","0","9","121","8","0","2","12","0","3","25","91","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","94","2","0","0","8","0","3","13","80","0","1","0","0","0","0","0","0","3","0","5","2","0","0","7","0","6","0","0","0","0","0","0","2","0","1","0","0","1","37","0","43","44","0","50","77","0","0","0","0","2","2","0","0","6","1","0","5","4","1","0","3","18","8","0","10","0","0","0","0","0","0","0","0","6","4","0","2","9","7","0","2","50","26","0","24","41","0","36","81","0","0","0","0","3","1","0","2","4","2","0","2","8","3","0","5","17","8","0","9","0","0","0","0","0","0","0","0","2","2","0","0","4","2","0","2","60","36","0","24","46","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00350200","Lincoln Memorial University","2019","276","11","1","6","17","0","16","51","212","0","13","132","6","1","4","5","0","10","26","97","0","9","144","5","0","2","12","0","6","25","115","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","103","3","1","3","5","0","7","19","81","0","3","1","0","0","2","0","1","2","0","3","2","0","1","11","0","8","0","0","0","0","0","0","4","0","3","1","0","2","35","0","46","47","0","56","84","0","0","0","0","1","1","0","0","6","2","0","4","2","2","0","0","11","6","0","5","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","73","34","0","39","40","0","44","89","0","0","0","0","2","1","0","1","6","1","0","5","6","2","0","4","21","9","0","12","0","0","0","0","0","0","0","0","7","5","0","2","10","8","0","2","58","28","0","30","45","0","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00350900","University of Memphis","2011","421","7","3","10","40","0","0","60","361","0","0","247","5","3","6","19","0","0","33","214","0","0","174","2","0","4","21","0","0","27","147","0","0","","","","","","","","","","","","394","7","2","8","23","0","0","40","354","0","0","27","0","1","2","17","0","0","20","7","0","0","144","2","1","3","14","0","0","20","124","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00350900","University of Memphis","2012","380","5","5","6","40","0","0","56","324","0","0","234","3","4","5","18","0","0","30","204","0","0","146","2","1","1","22","0","0","26","120","0","0","","","","","","","","","","","","359","5","3","4","28","0","0","40","319","0","0","21","0","2","2","12","0","0","16","5","0","0","112","0","2","1","14","0","0","17","95","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00350900","University of Memphis","2013","359","6","5","4","48","0","0","63","296","0","0","225","5","4","2","19","0","0","30","195","0","0","134","1","1","2","29","0","0","33","101","0","0","","","","","","","","","","","","339","6","4","3","36","0","0","49","290","0","0","20","0","1","1","12","0","0","14","6","0","0","113","3","2","1","18","0","0","24","89","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00350900","University of Memphis","2014","334","12","7","8","55","0","0","82","250","0","2","199","7","5","2","19","0","0","33","164","0","2","135","5","2","6","36","0","0","49","86","0","0","0","0","0","0","0","0","0","0","0","0","0","312","11","5","7","45","0","0","68","242","0","2","22","1","2","1","10","0","0","14","8","0","0","118","9","2","5","21","0","0","37","80","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00350900","University of Memphis","2015","330","14","6","9","60","0","0","89","238","0","3","191","9","5","1","21","0","0","36","153","0","2","139","5","1","8","39","0","0","53","85","0","1","0","0","0","0","0","0","0","0","0","0","0","307","14","5","9","48","0","0","76","229","0","2","23","0","1","0","12","0","0","13","9","0","1","117","3","1","4","21","0","0","29","88","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00350900","University of Memphis","2016","325","16","4","8","52","0","0","80","243","0","2","178","7","2","2","16","0","0","27","150","0","1","147","9","2","6","36","0","0","53","93","0","1","0","0","0","0","0","0","0","0","0","0","0","308","16","4","8","41","0","0","69","238","0","1","17","0","0","0","11","0","0","11","5","0","1","110","5","2","1","13","0","0","21","89","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00350900","University of Memphis","2017","312","9","5","5","60","0","0","79","233","0","0","175","4","2","2","16","0","0","24","151","0","0","137","5","3","3","44","0","0","55","82","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","113","3","3","1","27","0","0","34","79","0","0","1","0","2","1","0","0","6","0","21","1","0","2","9","0","25","0","0","0","0","0","0","0","0","0","0","0","0","55","0","24","64","0","49","111","1","0","0","1","1","1","0","0","11","1","0","10","3","1","0","2","16","3","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","60","0","35","63","0","48","88","1","1","0","0","3","0","0","3","22","9","0","13","3","2","0","1","29","12","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","36","0","23","48","0","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00350900","University of Memphis","2018","310","10","3","5","53","0","0","71","239","0","0","156","5","1","1","12","0","0","19","137","0","0","154","5","2","4","41","0","0","52","102","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","139","4","0","4","27","0","0","35","104","0","0","0","0","0","0","0","4","6","0","21","2","0","2","8","0","27","0","0","0","0","0","0","0","0","0","0","0","0","51","0","53","59","0","80","96","2","1","0","1","1","1","0","0","19","5","0","14","4","2","0","2","26","9","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70","47","0","23","56","0","40","75","1","0","0","1","0","0","0","0","7","1","0","6","2","1","0","1","10","2","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","39","0","26","41","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00350900","University of Memphis","2019","347","13","4","11","69","0","0","97","250","0","0","170","6","1","3","20","0","0","30","140","0","0","177","7","3","8","49","0","0","67","110","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","132","6","1","8","26","0","0","41","91","0","0","0","0","1","3","0","5","8","0","18","2","0","4","13","0","28","0","0","0","0","0","0","0","0","0","0","0","0","53","0","38","66","0","66","121","0","0","0","0","3","0","0","3","21","7","0","14","4","2","0","2","28","9","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93","43","0","50","52","0","69","94","3","1","0","2","0","0","0","0","22","5","0","17","3","2","0","1","28","8","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66","44","0","22","52","0","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00353000","University of Tennessee","2011","487","30","2","20","49","1","19","121","360","2","4","275","16","1","6","18","1","14","56","215","1","3","212","14","1","14","31","0","5","65","145","1","1","","","","","","","","","","","","486","30","2","20","49","1","19","121","359","2","4","1","0","0","0","0","0","0","0","1","0","0","159","12","1","3","18","1","11","46","111","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00353000","University of Tennessee","2012","443","31","6","11","43","3","12","106","329","4","4","266","16","4","6","17","2","8","53","208","1","4","177","15","2","5","26","1","4","53","121","3","0","","","","","","","","","","","","443","31","6","11","43","3","12","106","329","4","4","0","0","0","0","0","0","0","0","0","0","0","121","4","1","1","11","2","4","23","95","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00353000","University of Tennessee","2013","442","17","2","15","47","2","8","91","347","0","4","258","9","0","8","17","1","5","40","214","0","4","184","8","2","7","30","1","3","51","133","0","0","","","","","","","","","","","","442","17","2","15","47","2","8","91","347","0","4","0","0","0","0","0","0","0","0","0","0","0","158","4","0","6","18","0","6","34","123","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00353000","University of Tennessee","2014","390","8","1","14","38","1","14","76","306","0","8","231","5","0","8","13","0","9","35","191","0","5","159","3","1","6","25","1","5","41","115","0","3","0","0","0","0","0","0","0","0","0","0","0","390","8","1","14","38","1","14","76","306","0","8","0","0","0","0","0","0","0","0","0","0","0","93","1","0","3","6","0","5","15","74","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00353000","University of Tennessee","2015","385","12","1","10","38","0","14","75","299","2","9","210","5","1","6","11","0","9","32","172","0","6","175","7","0","4","27","0","5","43","127","2","3","0","0","0","0","0","0","0","0","0","0","0","385","12","1","10","38","0","14","75","299","2","9","0","0","0","0","0","0","0","0","0","0","0","116","7","1","1","12","0","3","24","89","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00353000","University of Tennessee","2016","333","9","1","5","26","0","16","57","265","1","10","188","6","1","3","4","0","7","21","161","0","6","145","3","0","2","22","0","9","36","104","1","4","0","0","0","0","0","0","0","0","0","0","0","333","9","1","5","26","0","16","57","265","1","10","0","0","0","0","0","0","0","0","0","0","0","113","5","0","1","10","0","4","20","89","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00353000","University of Tennessee","2017","351","21","3","5","29","0","9","67","272","1","11","188","13","1","2","9","0","5","30","151","0","7","162","8","2","3","20","0","4","37","121","1","3","1","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","122","8","1","1","9","0","8","27","91","1","3","0","0","1","0","0","1","5","0","4","5","0","3","14","0","13","0","0","0","0","0","1","4","0","4","1","1","1","45","0","46","60","1","61","113","1","0","0","1","1","1","0","0","10","0","0","10","6","5","0","1","18","6","0","12","0","0","0","0","0","0","0","0","0","0","0","0","6","4","0","2","89","57","0","32","67","0","46","116","1","1","0","0","3","1","0","2","10","4","0","6","7","3","0","4","22","10","0","12","0","0","0","0","0","0","0","0","1","1","0","0","2","2","0","0","92","49","0","43","61","0","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00353000","University of Tennessee","2018","360","26","4","2","28","0","11","71","272","2","15","194","14","0","1","9","0","8","32","151","1","10","165","12","4","1","19","0","3","39","121","1","4","1","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","124","10","1","0","10","0","5","26","93","1","4","0","0","1","0","0","0","4","0","6","3","0","7","11","0","15","0","0","0","1","0","0","4","0","1","4","0","0","49","0","44","65","0","59","125","2","0","0","2","1","0","0","1","9","5","0","4","9","6","0","3","27","15","0","12","0","0","0","0","1","0","0","1","6","4","0","2","5","2","1","2","92","47","0","45","64","1","60","111","1","0","0","1","1","1","0","0","9","0","0","9","7","5","0","2","18","6","0","12","0","0","0","0","0","0","0","0","0","0","0","0","6","4","0","2","87","55","0","32","65","0","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00353000","University of Tennessee","2019","369","30","2","2","26","0","14","74","285","3","7","189","13","0","0","12","0","10","35","146","2","6","178","17","2","2","14","0","4","39","137","1","1","2","0","0","0","0","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","126","11","0","1","8","0","4","24","101","1","0","0","0","0","0","0","1","3","0","5","4","0","7","10","0","14","0","0","0","1","0","0","3","0","1","0","0","0","51","1","49","62","1","63","122","0","0","0","0","0","0","0","0","9","4","0","5","10","3","0","7","23","10","0","13","0","0","0","0","1","1","0","0","4","3","0","1","3","3","0","0","95","52","0","43","66","0","56","121","2","0","0","2","1","0","0","1","9","5","0","4","9","6","0","3","27","15","0","12","0","0","0","0","1","0","0","1","6","4","0","2","4","3","0","1","89","43","1","45","61","1","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00353500","Vanderbilt University","2011","586","25","1","26","47","0","15","114","364","24","84","319","12","1","15","12","0","6","46","204","13","56","267","13","0","11","35","0","9","68","160","11","28","","","","","","","","","","","","586","25","1","26","47","0","15","114","364","24","84","0","0","0","0","0","0","0","0","0","0","0","193","5","0","9","16","0","10","40","105","6","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00353500","Vanderbilt University","2012","580","21","1","33","59","0","5","119","353","21","87","326","12","0","19","26","0","2","59","198","8","61","254","9","1","14","33","0","3","60","155","13","26","","","","","","","","","","","","580","21","1","33","59","0","5","119","353","21","87","0","0","0","0","0","0","0","0","0","0","0","173","4","1","11","24","0","0","40","101","4","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00353500","Vanderbilt University","2013","566","12","2","30","59","0","0","103","327","23","113","328","8","1","16","27","0","0","52","192","10","74","238","4","1","14","32","0","0","51","135","13","39","","","","","","","","","","","","566","12","2","30","59","0","0","103","327","23","113","0","0","0","0","0","0","0","0","0","0","0","174","3","1","6","17","0","0","27","92","3","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00353500","Vanderbilt University","2014","525","23","3","24","61","0","1","112","264","21","128","285","10","1","12","26","0","0","49","150","8","78","240","13","2","12","35","0","1","63","114","13","50","0","0","0","0","0","0","0","0","0","0","0","525","23","3","24","61","0","1","112","264","21","128","0","0","0","0","0","0","0","0","0","0","0","171","16","1","7","24","0","1","49","74","3","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00353500","Vanderbilt University","2015","538","25","4","26","54","0","3","112","307","14","105","275","10","2","12","20","0","1","45","166","4","60","263","15","2","14","34","0","2","67","141","10","45","0","0","0","0","0","0","0","0","0","0","0","538","25","4","26","54","0","3","112","307","14","105","0","0","0","0","0","0","0","0","0","0","0","162","7","2","12","13","0","0","34","119","1","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00353500","Vanderbilt University","2016","572","34","3","25","60","0","6","128","368","17","59","280","11","1","13","20","0","3","48","193","6","33","292","23","2","12","40","0","3","80","175","11","26","0","0","0","0","0","0","0","0","0","0","0","572","34","3","25","60","0","6","128","368","17","59","0","0","0","0","0","0","0","0","0","0","0","204","12","1","7","22","0","2","44","151","3","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00353500","Vanderbilt University","2017","557","34","3","38","50","1","3","129","385","21","22","272","13","1","24","19","0","2","59","189","9","15","285","21","2","14","31","1","1","70","196","12","7","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","168","15","1","19","13","1","0","49","105","9","5","0","0","1","13","0","6","5","0","8","7","0","8","25","0","24","0","0","1","4","0","5","0","0","0","4","0","1","48","0","57","81","0","87","212","1","1","0","0","8","5","0","3","24","9","0","15","12","3","0","9","47","20","0","27","0","0","0","0","5","3","0","2","2","2","0","0","8","4","0","4","152","80","0","72","107","0","105","177","1","0","0","1","11","6","0","5","13","5","0","8","7","3","0","4","33","14","0","19","0","0","0","0","7","2","0","5","1","0","0","1","9","7","0","2","128","61","0","67","84","0","93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
